order_id,customer_id,order_date,region
10168,73,2025-08-01,South
10169,282,2024-02-20,West
10170,10,2025-08-31,South
10171,211,2025-08-26,West
10172,152,2024-09-20,North
10173,5,2025-02-21,West
10174,195,2024-04-05,East
10175,283,2024-03-28,South
10176,113,2024-03-18,East
10177,271,2024-10-14,East
10178,163,2024-04-29,North
10179,105,2025-05-05,West
10180,181,2025-03-27,South
10181,44,2025-05-14,Central
10182,282,2024-06-13,West
10183,175,2024-06-30,South
10184,162,2025-04-13,West
10185,140,2024-01-07,South
10186,132,2024-11-25,North
10187,87,2025-11-03,Central
10188,176,2024-05-30,West
10189,183,2024-03-25,South
10190,129,2024-05-26,South
10191,246,2025-09-15,South
10192,89,2025-01-15,Central
10193,66,2025-07-01,North
10194,158,2024-10-11,South
10195,149,2025-11-30,East
10196,116,2024-03-22,South
10197,214,2025-05-28,South
10198,294,2025-12-09,North
10199,253,2025-06-06,North
10200,143,2025-01-20,South
10201,250,2025-12-07,Central
10202,25,2025-04-15,North
10203,277,2024-04-28,West
10204,70,2025-01-30,West
10205,113,2025-06-15,West
10206,112,2024-09-17,Central
10207,91,2024-09-12,South
10208,18,2024-08-13,South
10209,149,2024-02-22,South
10210,227,2025-05-14,South
10211,214,2025-05-20,West
10212,151,2024-12-29,West
10213,192,2024-10-06,West
10214,40,2025-08-15,North
10215,242,2025-12-14,Central
10216,138,2024-06-06,South
10217,180,2025-09-23,East
10218,200,2024-02-28,South
10219,203,2025-12-27,West
10220,61,2024-05-07,South
10221,192,2025-12-21,Central
10222,5,2024-04-24,Central
10223,237,2024-07-27,West
10224,181,2025-06-09,North
10225,37,2025-06-04,West
10226,56,2025-07-05,West
10227,237,2024-08-24,North
10228,197,2024-10-07,North
10229,73,2024-12-24,North
10230,59,2024-07-19,North
10231,240,2024-10-04,East
10232,2,2024-08-22,Central
10233,188,2025-05-08,South
10234,30,2024-01-04,East
10235,267,2025-10-27,Central
10236,108,2025-03-17,South
10237,90,2024-01-29,West
10238,205,2024-04-18,East
10239,220,2025-09-01,East
10240,94,2025-12-27,South
10241,103,2024-03-15,East
10242,223,2024-05-25,North
10243,186,2024-05-07,West
10244,184,2024-02-11,South
10245,162,2024-12-21,Central
10246,247,2024-02-10,South
10247,31,2024-02-03,North
10248,52,2024-01-17,West
10249,76,2025-11-07,North
10250,278,2024-06-01,West
10251,40,2025-01-12,Central
10252,101,2025-08-10,West
10253,111,2025-08-21,North
10254,249,2025-09-20,East
10255,191,2024-12-07,West
10256,182,2024-01-27,West
10257,209,2024-10-13,North
10258,22,2025-10-07,East
10259,166,2025-12-31,East
10260,99,2024-06-16,North
10261,208,2025-09-01,South
10262,8,2024-09-24,South
10263,190,2025-03-30,West
10264,175,2025-11-15,Central
10265,273,2025-02-04,East
10266,17,2025-04-20,South
10267,90,2025-12-02,South
10268,141,2025-09-25,Central
10269,145,2025-07-11,Central
10270,166,2025-07-29,Central
10271,78,2024-05-09,West
10272,262,2024-12-28,South
10273,163,2025-12-05,West
10274,14,2025-11-23,South
10275,239,2024-10-18,South
10276,72,2025-01-05,West
10277,143,2024-01-29,North
10278,283,2024-05-28,North
10279,269,2024-10-22,South
10280,241,2024-01-11,South
10281,245,2025-05-26,Central
10282,163,2025-11-06,North
10283,60,2024-04-22,North
10284,6,2024-07-05,North
10285,197,2024-08-14,North
10286,58,2024-11-05,North
10287,217,2024-04-07,West
10288,26,2024-02-24,South
10289,5,2025-09-14,West
10290,20,2025-10-25,Central
10291,198,2025-02-09,West
10292,59,2024-03-09,North
10293,242,2024-11-07,North
10294,146,2024-10-15,Central
10295,273,2025-07-01,East
10296,249,2024-05-27,West
10297,14,2025-04-11,West
10298,13,2024-08-31,Central
10299,44,2025-05-05,Central
10300,19,2025-05-21,East
10301,63,2024-12-30,South
10302,239,2025-04-26,Central
10303,100,2024-07-19,East
10304,163,2024-06-02,North
10305,122,2025-03-25,West
10306,44,2025-05-15,East
10307,145,2024-03-13,Central
10308,50,2025-12-13,West
10309,65,2024-10-22,South
10310,288,2024-01-17,Central
10311,164,2025-10-02,West
10312,141,2024-08-04,West
10313,128,2024-03-01,South
10314,239,2025-09-07,South
10315,296,2024-02-11,West
10316,187,2024-01-25,North
10317,208,2024-02-08,South
10318,220,2024-05-10,West
10319,190,2025-05-12,East
10320,284,2024-08-16,South
10321,237,2024-04-17,North
10322,194,2024-06-20,South
10323,287,2025-03-10,West
10324,259,2025-04-22,South
10325,246,2024-04-11,North
10326,136,2025-06-07,West
10327,280,2024-10-01,Central
10328,271,2025-09-04,East
10329,171,2024-02-13,North
10330,159,2024-01-17,South
10331,201,2024-11-25,West
10332,45,2025-07-22,South
10333,264,2025-05-11,East
10334,71,2024-01-12,South
10335,103,2024-11-13,South
10336,125,2025-08-14,West
10337,286,2024-08-03,West
10338,230,2024-12-04,West
10339,146,2025-10-22,South
10340,197,2024-03-21,North
10341,221,2025-12-27,East
10342,60,2025-04-29,East
10343,98,2025-01-08,North
10344,171,2025-12-10,North
10345,173,2024-07-18,North
10346,151,2025-06-20,Central
10347,122,2025-04-10,West
10348,108,2024-03-29,Central
10349,4,2024-09-24,North
10350,93,2025-10-16,Central
10351,6,2025-07-24,North
10352,288,2025-05-03,East
10353,106,2025-06-21,West
10354,146,2024-02-16,South
10355,271,2024-10-14,South
10356,96,2024-01-16,North
10357,229,2025-12-11,North
10358,202,2025-02-04,East
10359,212,2024-03-26,West
10360,6,2024-09-06,West
10361,112,2025-01-25,East
10362,106,2024-11-30,West
10363,139,2025-09-20,North
10364,299,2025-06-02,North
10365,96,2024-05-16,Central
10366,297,2025-11-18,North
10367,214,2025-05-12,West
10368,291,2025-12-27,North
10369,22,2025-04-21,West
10370,193,2025-08-16,West
10371,150,2024-08-10,South
10372,247,2025-01-06,South
10373,267,2025-02-05,West
10374,251,2025-03-18,South
10375,3,2025-05-04,North
10376,76,2025-09-06,West
10377,87,2024-09-29,North
10378,270,2025-06-09,West
10379,225,2024-06-07,East
10380,18,2024-05-31,North
10381,113,2025-09-11,West
10382,251,2024-07-06,East
10383,233,2024-04-07,South
10384,279,2024-05-10,South
10385,202,2024-06-19,South
10386,83,2024-07-01,South
10387,125,2024-12-29,North
10388,175,2024-02-08,South
10389,69,2025-06-10,South
10390,47,2025-05-11,West
10391,256,2025-05-30,West
10392,215,2024-12-14,East
10393,30,2025-01-31,West
10394,281,2025-12-22,West
10395,237,2024-06-09,East
10396,248,2024-01-16,East
10397,25,2025-05-07,South
10398,74,2025-03-01,Central
10399,206,2024-04-17,North
10400,94,2025-03-25,South
10401,127,2024-11-06,West
10402,25,2024-06-18,North
10403,116,2025-06-29,North
10404,48,2025-02-17,East
10405,226,2024-09-07,East
10406,266,2024-05-20,West
10407,99,2024-09-30,West
10408,11,2025-02-19,North
10409,85,2025-08-30,North
10410,214,2024-02-08,West
10411,173,2024-01-29,South
10412,209,2025-04-21,East
10413,64,2024-11-13,North
10414,258,2024-09-01,South
10415,121,2025-11-27,East
10416,298,2024-09-28,East
10417,54,2025-03-15,East
10418,272,2024-08-26,East
10419,241,2025-01-11,South
10420,243,2024-09-22,North
10421,18,2024-12-24,North
10422,187,2024-12-05,South
10423,144,2025-01-23,South
10424,262,2025-07-30,East
10425,239,2025-11-19,South
10426,298,2024-01-03,West
10427,76,2025-03-04,West
10428,188,2024-05-21,South
10429,246,2025-01-10,North
10430,130,2025-10-31,North
10431,283,2024-11-19,East
10432,79,2024-05-25,South
10433,72,2024-10-19,North
10434,263,2025-10-26,West
10435,191,2025-03-07,North
10436,63,2025-12-05,East
10437,12,2025-08-07,East
10438,141,2025-02-02,West
10439,254,2024-12-09,North
10440,43,2024-05-19,Central
10441,17,2024-07-05,West
10442,63,2024-03-01,South
10443,253,2025-01-14,North
10444,292,2025-12-10,South
10445,8,2025-03-15,West
10446,90,2024-11-14,West
10447,208,2024-10-28,East
10448,292,2024-12-09,West
10449,284,2024-01-11,North
10450,118,2024-03-02,North
10451,175,2024-08-13,Central
10452,76,2024-06-01,West
10453,101,2025-12-11,South
10454,151,2025-07-17,West
10455,270,2025-07-24,Central
10456,71,2025-08-06,West
10457,180,2025-10-21,West
10458,124,2025-07-28,West
10459,293,2024-11-05,North
10460,285,2024-08-30,West
10461,195,2025-05-07,North
10462,228,2024-12-31,Central
10463,275,2024-11-25,South
10464,106,2024-04-16,West
10465,21,2024-08-13,East
10466,64,2024-08-05,North
10467,165,2025-05-20,South
10468,27,2024-09-15,Central
10469,285,2025-05-31,Central
10470,148,2024-02-23,South
10471,281,2024-02-16,Central
10472,164,2025-12-27,West
10473,224,2025-11-19,East
10474,272,2025-06-04,North
10475,146,2024-04-08,Central
10476,30,2024-01-20,East
10477,45,2025-07-26,West
10478,275,2025-05-04,West
10479,34,2025-02-22,West
10480,141,2025-11-20,West
10481,221,2024-03-02,South
10482,22,2024-05-24,South
10483,180,2024-08-03,South
10484,231,2024-01-03,North
10485,38,2024-06-08,East
10486,70,2024-04-29,West
10487,116,2024-03-29,West
10488,239,2024-11-24,North
10489,148,2025-08-02,East
10490,9,2024-12-22,North
10491,288,2025-09-01,North
10492,50,2024-09-23,North
10493,5,2025-09-08,West
10494,126,2024-11-18,North
10495,75,2025-09-26,West
10496,165,2025-06-24,South
10497,278,2025-10-10,West
10498,300,2024-07-13,West
10499,290,2024-11-27,Central
10500,77,2024-06-18,Central
10501,298,2025-06-04,Central
10502,137,2025-04-07,West
10503,106,2024-02-09,West
10504,95,2025-06-20,North
10505,135,2024-09-17,South
10506,68,2025-01-29,South
10507,147,2024-08-13,East
10508,159,2024-05-03,East
10509,163,2024-02-07,West
10510,189,2024-11-23,Central
10511,95,2024-09-07,South
10512,181,2024-06-24,East
10513,288,2025-08-24,Central
10514,187,2025-03-29,South
10515,138,2024-02-06,West
10516,130,2024-11-11,South
10517,194,2025-11-18,West
10518,273,2025-08-15,South
10519,144,2024-04-23,Central
10520,16,2024-02-09,East
10521,245,2024-10-27,North
10522,107,2024-08-11,South
10523,88,2024-11-13,East
10524,129,2024-12-14,Central
10525,4,2024-04-24,West
10526,95,2025-11-28,East
10527,209,2024-11-18,South
10528,225,2025-07-21,East
10529,47,2024-02-09,West
10530,181,2024-02-09,West
10531,106,2024-10-15,South
10532,199,2024-09-18,West
10533,106,2024-08-03,West
10534,280,2024-05-26,Central
10535,260,2024-12-01,Central
10536,108,2024-06-16,West
10537,19,2024-04-01,West
10538,296,2024-12-18,South
10539,171,2025-07-24,West
10540,195,2025-07-24,South
10541,12,2025-11-11,South
10542,195,2024-12-28,South
10543,283,2025-07-10,West
10544,182,2024-12-10,North
10545,144,2025-11-23,South
10546,182,2024-06-18,East
10547,30,2024-12-21,North
10548,84,2024-07-09,North
10549,166,2025-10-28,West
10550,284,2025-02-25,West
10551,281,2025-11-30,South
10552,96,2024-01-07,West
10553,266,2024-05-12,West
10554,298,2025-07-10,South
10555,296,2024-01-31,West
10556,225,2025-06-18,Central
10557,42,2025-03-01,South
10558,246,2025-01-28,South
10559,208,2025-11-02,Central
10560,237,2024-12-28,East
10561,22,2025-03-12,North
10562,185,2025-10-31,East
10563,242,2025-07-04,East
10564,283,2024-03-22,West
10565,41,2024-12-21,East
10566,162,2024-09-14,South
10567,160,2025-12-18,West
10568,89,2025-08-11,East
10569,12,2025-06-07,South
10570,73,2024-10-21,East
10571,76,2024-08-11,West
10572,201,2025-06-08,North
10573,10,2024-02-15,West
10574,226,2025-10-28,South
10575,176,2024-04-22,South
10576,276,2024-08-20,South
10577,39,2024-01-17,South
10578,60,2024-12-25,West
10579,66,2024-08-10,South
10580,124,2025-11-30,West
10581,164,2025-03-23,North
10582,159,2024-12-30,Central
10583,57,2025-11-05,East
10584,78,2024-11-21,West
10585,194,2025-04-11,South
10586,285,2025-02-17,South
10587,15,2025-03-30,South
10588,12,2025-08-08,Central
10589,101,2024-08-20,East
10590,156,2024-08-11,West
10591,125,2025-02-15,West
10592,280,2025-07-25,South
10593,110,2024-11-30,West
10594,146,2024-08-09,West
10595,216,2024-02-06,West
10596,162,2024-10-04,East
10597,128,2024-07-14,South
10598,150,2025-04-28,South
10599,36,2024-08-29,West
10600,173,2024-11-19,East
10601,22,2025-12-31,South
10602,206,2024-07-10,Central
10603,127,2024-01-17,North
10604,217,2025-06-07,West
10605,96,2025-02-04,Central
10606,164,2025-12-05,Central
10607,148,2024-01-22,West
10608,18,2025-04-18,South
10609,294,2024-04-29,South
10610,195,2024-07-28,West
10611,151,2024-11-01,South
10612,123,2024-09-26,North
10613,187,2025-12-04,West
10614,149,2025-11-17,South
10615,104,2024-10-11,Central
10616,243,2025-12-16,West
10617,231,2025-11-06,West
10618,206,2024-08-14,West
10619,198,2025-01-15,Central
10620,87,2025-04-04,West
10621,142,2024-01-07,East
10622,199,2024-01-29,South
10623,46,2024-02-02,Central
10624,288,2025-10-07,West
10625,15,2024-03-19,South
10626,44,2025-04-03,North
10627,169,2025-07-23,West
10628,44,2025-06-21,North
10629,98,2025-04-26,Central
10630,261,2025-03-05,Central
10631,109,2024-10-11,North
10632,283,2025-05-30,West
10633,104,2024-04-08,North
10634,256,2025-01-31,West
10635,206,2025-05-03,South
10636,43,2024-02-08,West
10637,245,2024-09-27,South
10638,287,2024-06-05,North
10639,273,2024-03-15,South
10640,83,2024-05-09,North
10641,110,2025-11-17,East
10642,190,2024-03-24,North
10643,288,2024-01-22,East
10644,251,2025-04-03,Central
10645,212,2025-06-22,West
10646,291,2025-12-07,Central
10647,133,2025-01-16,Central
10648,201,2025-03-15,North
10649,285,2025-08-26,North
10650,95,2024-01-21,East
10651,278,2024-10-29,Central
10652,219,2024-03-24,Central
10653,89,2025-10-20,North
10654,72,2025-03-28,South
10655,247,2025-01-21,South
10656,129,2025-05-21,West
10657,212,2024-09-13,West
10658,96,2025-07-23,North
10659,75,2025-06-10,East
10660,54,2024-06-10,West
10661,54,2024-06-11,West
10662,218,2025-06-07,North
10663,16,2024-09-27,Central
10664,99,2025-05-06,East
10665,20,2024-07-26,West
10666,46,2025-06-22,West
10667,193,2025-08-06,North
10668,58,2024-02-29,North
10669,111,2025-03-05,West
10670,129,2025-10-18,North
10671,194,2025-08-27,West
10672,8,2024-11-04,West
10673,29,2025-06-03,West
10674,112,2025-08-13,South
10675,161,2024-01-27,South
10676,131,2025-11-16,West
10677,188,2025-07-15,North
10678,163,2024-07-17,West
10679,197,2025-01-21,West
10680,204,2024-12-14,South
10681,212,2025-11-23,West
10682,109,2025-06-19,North
10683,276,2025-01-12,South
10684,73,2025-07-11,Central
10685,167,2025-06-10,Central
10686,260,2024-06-01,East
10687,243,2024-07-24,Central
10688,275,2025-03-30,East
10689,102,2024-09-29,South
10690,173,2024-08-23,South
10691,171,2025-06-04,Central
10692,141,2025-11-08,North
10693,188,2025-12-26,East
10694,86,2025-05-15,East
10695,52,2024-04-26,West
10696,111,2025-01-20,East
10697,43,2024-12-09,South
10698,211,2025-08-06,North
10699,200,2025-01-29,East
10700,298,2024-03-04,West
10701,240,2025-12-17,East
10702,115,2025-12-21,West
10703,26,2024-03-12,North
10704,299,2024-09-30,Central
10705,77,2024-11-15,East
10706,137,2024-12-03,North
10707,20,2024-12-31,South
10708,211,2025-05-09,West
10709,240,2025-08-29,Central
10710,39,2024-06-14,South
10711,268,2025-06-27,West
10712,207,2024-01-11,North
10713,267,2024-10-27,North
10714,154,2025-12-29,East
10715,42,2024-04-11,West
10716,11,2025-02-28,West
10717,294,2025-01-26,South
10718,98,2024-08-01,North
10719,275,2025-11-21,South
10720,230,2024-03-28,North
10721,220,2025-07-06,North
10722,65,2025-02-04,South
10723,232,2025-08-10,South
10724,52,2024-02-15,South
10725,263,2025-11-02,East
10726,267,2025-04-07,North
10727,154,2025-08-14,North
10728,140,2024-11-05,West
10729,51,2024-03-26,North
10730,117,2024-04-01,West
10731,46,2025-10-21,North
10732,88,2025-11-03,South
10733,208,2025-12-14,North
10734,269,2024-08-29,North
10735,89,2024-01-02,East
10736,118,2024-08-12,Central
10737,54,2025-08-11,North
10738,116,2024-04-25,South
10739,118,2025-10-27,West
10740,260,2024-04-12,South
10741,75,2024-07-12,West
10742,7,2024-06-14,North
10743,122,2024-03-30,Central
10744,11,2025-11-16,South
10745,215,2024-05-01,South
10746,279,2024-05-22,West
10747,28,2024-04-15,East
10748,235,2025-03-03,East
10749,26,2024-10-31,West
10750,54,2024-11-12,East
10751,29,2025-09-26,North
10752,164,2024-01-09,West
10753,270,2024-03-13,North
10754,35,2024-12-24,West
10755,286,2024-08-10,Central
10756,273,2025-02-19,South
10757,208,2025-07-06,South
10758,238,2025-01-04,North
10759,93,2025-12-16,North
10760,173,2024-09-20,Central
10761,79,2025-11-20,North
10762,110,2024-11-13,South
10763,217,2024-03-24,West
10764,106,2024-11-13,Central
10765,47,2024-04-20,East
10766,181,2024-09-07,East
10767,64,2025-01-17,West
10768,246,2024-01-07,Central
10769,244,2025-04-03,East
10770,87,2024-03-24,East
10771,217,2024-07-26,North
10772,7,2025-01-24,North
10773,278,2024-11-09,East
10774,210,2024-01-22,Central
10775,169,2025-02-13,West
10776,138,2025-05-29,Central
10777,230,2024-05-06,East
10778,161,2025-11-30,West
10779,1,2024-01-14,West
10780,236,2024-01-12,West
10781,188,2024-03-27,South
10782,4,2025-06-07,South
10783,132,2025-06-20,West
10784,218,2024-10-27,South
10785,260,2024-08-30,Central
10786,1,2024-05-01,South
10787,71,2024-05-26,West
10788,178,2025-07-20,West
10789,189,2024-12-21,West
10790,291,2025-11-15,South
10791,8,2025-09-22,Central
10792,253,2024-11-04,West
10793,292,2025-11-25,South
10794,244,2024-10-14,West
10795,123,2024-11-02,South
10796,299,2025-08-16,South
10797,283,2025-12-23,South
10798,32,2025-10-23,West
10799,146,2025-07-02,East
10800,156,2024-12-17,West
10801,16,2024-11-07,South
10802,47,2024-02-28,South
10803,251,2025-10-04,Central
10804,187,2025-12-14,East
10805,31,2024-02-04,Central
10806,260,2025-03-20,South
10807,17,2024-04-02,North
10808,39,2024-07-25,West
10809,39,2024-12-18,West
10810,132,2024-11-27,North
10811,30,2025-12-25,South
10812,158,2024-06-07,West
10813,278,2024-01-24,South
10814,203,2025-02-07,West
10815,66,2025-05-30,South
10816,108,2024-12-29,South
10817,268,2025-01-16,Central
10818,222,2025-06-15,South
10819,292,2024-05-31,East
10820,18,2025-07-15,West
10821,90,2025-11-19,South
10822,181,2025-08-30,South
10823,255,2025-09-08,East
10824,253,2025-02-23,East
10825,257,2024-09-06,South
10826,87,2024-04-26,South
10827,90,2025-05-26,East
10828,237,2025-07-31,East
10829,70,2024-11-30,West
10830,44,2025-02-21,North
10831,200,2024-10-21,West
10832,152,2025-01-05,Central
10833,86,2024-07-04,East
10834,19,2024-09-02,West
10835,101,2025-09-28,East
10836,95,2024-09-24,West
10837,254,2025-10-04,Central
10838,30,2024-08-24,North
10839,249,2025-06-13,South
10840,33,2025-07-05,South
10841,229,2024-01-21,South
10842,12,2025-06-03,North
10843,118,2024-04-09,West
10844,155,2025-04-22,North
10845,246,2025-08-21,East
10846,247,2024-10-24,West
10847,29,2025-06-09,South
10848,161,2024-11-29,Central
10849,235,2024-01-02,West
10850,190,2025-01-09,South
10851,117,2024-10-19,South
10852,271,2025-07-06,South
10853,258,2024-11-13,West
10854,180,2025-05-16,North
10855,172,2025-01-15,West
10856,274,2025-09-14,West
10857,259,2024-01-14,South
10858,135,2025-05-18,West
10859,171,2024-08-18,North
10860,210,2024-03-24,Central
10861,236,2024-05-09,North
10862,186,2024-05-24,West
10863,95,2024-01-28,South
10864,11,2024-03-06,West
10865,68,2024-06-11,East
10866,210,2024-08-16,North
10867,196,2024-09-17,East
10868,98,2025-03-24,South
10869,93,2025-02-27,West
10870,22,2025-04-04,Central
10871,172,2025-11-06,South
10872,134,2024-10-27,South
10873,25,2024-10-29,North
10874,185,2024-10-13,East
10875,85,2025-01-29,South
10876,55,2024-01-10,South
10877,251,2025-12-07,North
10878,144,2025-09-21,South
10879,167,2024-09-26,Central
10880,224,2025-08-14,South
10881,220,2025-08-27,East
10882,179,2024-12-26,West
10883,119,2024-09-13,West
10884,265,2024-05-12,South
10885,150,2024-10-02,East
10886,215,2025-11-13,West
10887,197,2025-05-27,North
10888,42,2024-11-08,South
10889,53,2025-07-29,South
10890,251,2024-10-10,South
10891,295,2024-04-30,South
10892,271,2024-04-16,West
10893,123,2025-11-17,North
10894,266,2024-07-22,East
10895,29,2024-06-13,East
10896,35,2024-10-31,East
10897,6,2025-05-11,West
10898,111,2025-09-23,South
10899,294,2025-07-09,Central
10900,77,2024-06-04,East
10901,147,2025-01-01,East
10902,67,2025-12-19,West
10903,8,2025-09-11,South
10904,122,2024-09-07,North
10905,175,2024-11-29,West
10906,179,2025-10-03,East
10907,85,2025-05-25,Central
10908,45,2024-10-19,Central
10909,136,2024-01-20,South
10910,16,2024-10-08,South
10911,195,2024-01-01,South
10912,9,2024-04-28,South
10913,15,2024-02-04,West
10914,102,2024-07-16,West
10915,226,2025-04-29,South
10916,278,2024-02-28,North
10917,113,2024-06-09,South
10918,1,2025-11-21,South
10919,266,2024-07-24,West
10920,208,2024-01-12,North
10921,110,2025-05-04,West
10922,200,2024-10-02,West
10923,12,2025-11-23,West
10924,188,2024-08-29,South
10925,154,2024-08-03,West
10926,279,2024-09-07,East
10927,171,2024-05-05,West
10928,134,2024-08-04,South
10929,25,2024-11-01,South
10930,18,2024-07-03,West
10931,190,2024-02-08,North
10932,141,2024-08-10,South
10933,43,2024-07-02,Central
10934,284,2025-05-09,North
10935,146,2025-03-02,South
10936,92,2024-06-26,South
10937,179,2025-03-03,West
10938,56,2024-10-20,North
10939,155,2024-05-30,East
10940,160,2025-01-18,North
10941,111,2025-09-29,North
10942,137,2024-11-03,West
10943,232,2024-12-01,South
10944,220,2025-01-09,Central
10945,68,2024-01-08,North
10946,249,2024-12-06,South
10947,6,2024-05-08,North
10948,280,2025-10-30,South
10949,94,2024-12-17,Central
10950,269,2024-12-23,Central
10951,197,2025-05-31,North
10952,25,2025-05-09,East
10953,148,2024-03-26,West
10954,118,2024-06-23,South
10955,66,2024-07-11,North
10956,175,2024-11-06,Central
10957,76,2024-04-28,Central
10958,114,2024-08-05,Central
10959,111,2025-03-02,West
10960,249,2025-02-17,West
10961,203,2024-04-23,South
10962,147,2024-05-24,North
10963,35,2025-06-21,North
10964,26,2025-10-09,West
10965,238,2024-10-29,West
10966,14,2025-08-10,West
10967,45,2024-12-10,Central
10968,216,2024-01-01,West
10969,233,2024-05-26,Central
10970,193,2024-10-13,South
10971,51,2025-10-15,West
10972,214,2024-02-22,East
10973,151,2024-10-30,South
10974,275,2024-03-09,Central
10975,76,2024-12-26,Central
10976,220,2025-08-24,North
10977,187,2024-08-07,North
10978,289,2025-12-04,West
10979,28,2025-07-28,East
10980,180,2025-08-07,Central
10981,253,2024-06-09,South
10982,126,2025-11-11,North
10983,177,2024-03-29,South
10984,37,2025-11-18,North
10985,99,2025-08-07,North
10986,98,2025-08-11,Central
10987,127,2024-06-07,South
10988,168,2025-05-03,South
