order_item_id,order_id,product_id,quantity,unit_price,discount,gross_amount,discount_amount,net_amount
102,10051,75,3,785.88,0.05,2357.64,117.882,2239.758
103,10051,34,3,995.24,0.2,2985.7200000000003,597.1440000000001,2388.576
104,10052,69,5,400.9,0.05,2004.5,100.22500000000001,1904.275
105,10052,57,2,568.09,0.05,1136.18,56.809000000000005,1079.371
106,10052,38,1,497.05,0.05,497.05,24.852500000000003,472.1975
107,10053,57,1,568.09,0.05,568.09,28.404500000000002,539.6855
108,10054,48,1,1248.06,0.0,1248.06,0.0,1248.06
109,10055,75,2,785.88,0.15,1571.76,235.76399999999998,1335.996
110,10055,28,2,1365.65,0.1,2731.3,273.13000000000005,2458.17
111,10055,18,1,556.23,0.05,556.23,27.811500000000002,528.4185
112,10055,37,1,996.1,0.0,996.1,0.0,996.1
113,10056,12,4,1454.99,0.0,5819.96,0.0,5819.96
114,10056,18,3,556.23,0.05,1668.69,83.43450000000001,1585.2555
115,10057,47,3,1100.98,0.0,3302.94,0.0,3302.94
116,10058,22,1,440.08,0.1,440.08,44.008,396.072
117,10058,47,5,1100.98,0.05,5504.9,275.245,5229.655
118,10059,59,1,1190.98,0.05,1190.98,59.54900000000001,1131.431
119,10059,65,4,255.07,0.05,1020.28,51.014,969.266
120,10059,26,1,714.53,0.15,714.53,107.17949999999999,607.3505
121,10060,9,1,945.88,0.0,945.88,0.0,945.88
122,10061,6,3,872.54,0.0,2617.62,0.0,2617.62
123,10061,73,3,218.0,0.05,654.0,32.7,621.3
124,10061,67,3,503.05,0.1,1509.15,150.91500000000002,1358.2350000000001
125,10062,78,4,764.31,0.05,3057.24,152.862,2904.3779999999997
126,10062,48,2,1248.06,0.05,2496.12,124.806,2371.314
127,10062,40,1,728.93,0.0,728.93,0.0,728.93
128,10063,1,1,370.57,0.0,370.57,0.0,370.57
129,10063,67,2,503.05,0.05,1006.1,50.30500000000001,955.7950000000001
130,10064,65,1,255.07,0.0,255.07,0.0,255.07
131,10064,16,2,1663.9,0.0,3327.8,0.0,3327.8
132,10064,55,4,822.45,0.15,3289.8,493.47,2796.33
133,10065,47,4,1100.98,0.05,4403.92,220.19600000000003,4183.724
134,10066,47,2,1100.98,0.15,2201.96,330.294,1871.6660000000002
135,10066,31,1,1306.96,0.0,1306.96,0.0,1306.96
136,10067,15,2,1582.56,0.2,3165.12,633.024,2532.096
137,10067,69,2,400.9,0.0,801.8,0.0,801.8
138,10068,55,3,822.45,0.05,2467.3500000000004,123.36750000000002,2343.9825000000005
139,10068,66,1,342.92,0.0,342.92,0.0,342.92
140,10069,59,4,1190.98,0.2,4763.92,952.7840000000001,3811.136
141,10070,71,1,378.2,0.05,378.2,18.91,359.28999999999996
142,10070,78,2,764.31,0.05,1528.62,76.431,1452.1889999999999
143,10071,67,1,503.05,0.05,503.05,25.152500000000003,477.89750000000004
144,10072,36,1,849.55,0.0,849.55,0.0,849.55
145,10073,48,2,1248.06,0.05,2496.12,124.806,2371.314
146,10074,32,3,1619.76,0.0,4859.28,0.0,4859.28
147,10074,14,2,220.63,0.1,441.26,44.126000000000005,397.134
148,10074,39,5,543.1,0.0,2715.5,0.0,2715.5
149,10075,52,1,1003.82,0.0,1003.82,0.0,1003.82
150,10076,30,1,514.19,0.1,514.19,51.41900000000001,462.7710000000001
151,10076,17,2,185.05,0.0,370.1,0.0,370.1
152,10077,35,1,264.34,0.15,264.34,39.650999999999996,224.68899999999996
153,10078,10,1,1267.48,0.0,1267.48,0.0,1267.48
154,10079,43,1,443.69,0.1,443.69,44.369,399.321
155,10080,45,3,285.99,0.1,857.97,85.79700000000001,772.173
156,10081,35,4,264.34,0.0,1057.36,0.0,1057.36
157,10081,23,3,717.21,0.0,2151.63,0.0,2151.63
158,10082,45,2,285.99,0.05,571.98,28.599000000000004,543.381
159,10082,64,1,488.03,0.2,488.03,97.606,390.424
160,10083,41,1,114.52,0.0,114.52,0.0,114.52
161,10083,24,2,913.38,0.0,1826.76,0.0,1826.76
162,10083,42,1,633.98,0.1,633.98,63.398,570.582
163,10083,23,2,717.21,0.1,1434.42,143.442,1290.978
164,10084,65,5,255.07,0.1,1275.35,127.535,1147.8149999999998
165,10084,62,1,1776.81,0.1,1776.81,177.681,1599.129
166,10084,36,1,849.55,0.0,849.55,0.0,849.55
167,10084,3,1,384.46,0.15,384.46,57.669,326.791
168,10085,50,5,937.32,0.05,4686.6,234.33000000000004,4452.27
169,10085,27,2,875.56,0.0,1751.12,0.0,1751.12
170,10086,17,1,185.05,0.0,185.05,0.0,185.05
171,10086,24,2,913.38,0.0,1826.76,0.0,1826.76
172,10086,26,1,714.53,0.1,714.53,71.453,643.077
173,10087,66,2,342.92,0.15,685.84,102.876,582.964
174,10088,60,1,1061.74,0.15,1061.74,159.261,902.479
175,10088,61,3,692.49,0.0,2077.4700000000003,0.0,2077.4700000000003
176,10089,46,1,1611.71,0.05,1611.71,80.58550000000001,1531.1245000000001
177,10089,65,2,255.07,0.1,510.14,51.014,459.126
178,10089,56,1,299.44,0.05,299.44,14.972000000000001,284.468
179,10090,73,1,218.0,0.15,218.0,32.699999999999996,185.3
180,10091,52,2,1003.82,0.2,2007.64,401.528,1606.112
181,10092,40,1,728.93,0.1,728.93,72.893,656.0369999999999
182,10093,21,4,397.38,0.15,1589.52,238.428,1351.092
183,10093,24,4,913.38,0.0,3653.52,0.0,3653.52
184,10094,53,1,1089.37,0.05,1089.37,54.4685,1034.9015
185,10094,72,1,1622.44,0.0,1622.44,0.0,1622.44
186,10095,37,2,996.1,0.1,1992.2,199.22000000000003,1792.98
187,10095,64,2,488.03,0.15,976.06,146.409,829.651
188,10096,21,1,397.38,0.15,397.38,59.607,337.773
189,10096,20,2,1367.01,0.05,2734.02,136.701,2597.319
190,10097,31,1,1306.96,0.15,1306.96,196.044,1110.916
191,10097,11,1,147.62,0.1,147.62,14.762,132.858
192,10098,20,1,1367.01,0.05,1367.01,68.3505,1298.6595
193,10098,15,2,1582.56,0.0,3165.12,0.0,3165.12
194,10098,35,1,264.34,0.05,264.34,13.216999999999999,251.123
195,10099,17,1,185.05,0.0,185.05,0.0,185.05
196,10100,73,1,218.0,0.0,218.0,0.0,218.0
197,10100,66,1,342.92,0.15,342.92,51.438,291.482
198,10100,26,3,714.53,0.0,2143.59,0.0,2143.59
199,10101,28,3,1365.65,0.05,4096.950000000001,204.84750000000005,3892.102500000001
200,10101,19,2,1466.67,0.15,2933.34,440.00100000000003,2493.339
201,10102,25,2,1143.4,0.05,2286.8,114.34000000000002,2172.46
202,10102,45,2,285.99,0.2,571.98,114.39600000000002,457.584
203,10102,44,1,643.3,0.0,643.3,0.0,643.3
204,10103,54,1,1362.16,0.05,1362.16,68.108,1294.0520000000001
205,10103,10,1,1267.48,0.2,1267.48,253.496,1013.984
206,10103,32,1,1619.76,0.05,1619.76,80.988,1538.772
207,10104,60,1,1061.74,0.0,1061.74,0.0,1061.74
208,10104,10,3,1267.48,0.0,3802.44,0.0,3802.44
209,10105,66,2,342.92,0.0,685.84,0.0,685.84
210,10106,43,1,443.69,0.15,443.69,66.5535,377.1365
211,10106,17,2,185.05,0.05,370.1,18.505000000000003,351.595
212,10107,17,2,185.05,0.1,370.1,37.010000000000005,333.09000000000003
213,10107,10,3,1267.48,0.1,3802.44,380.244,3422.196
214,10107,71,2,378.2,0.1,756.4,75.64,680.76
215,10107,12,2,1454.99,0.0,2909.98,0.0,2909.98
216,10108,78,3,764.31,0.0,2292.93,0.0,2292.93
217,10108,74,3,982.16,0.05,2946.48,147.324,2799.156
218,10109,43,3,443.69,0.1,1331.07,133.107,1197.963
219,10110,35,1,264.34,0.05,264.34,13.216999999999999,251.123
220,10111,18,3,556.23,0.1,1668.69,166.86900000000003,1501.821
221,10111,22,1,440.08,0.15,440.08,66.012,374.068
222,10111,34,1,995.24,0.1,995.24,99.524,895.716
223,10111,70,1,570.36,0.0,570.36,0.0,570.36
224,10112,58,1,704.5,0.2,704.5,140.9,563.6
225,10113,55,1,822.45,0.0,822.45,0.0,822.45
226,10114,2,1,559.18,0.15,559.18,83.877,475.30299999999994
227,10114,68,1,356.37,0.2,356.37,71.274,285.096
228,10115,50,2,937.32,0.0,1874.64,0.0,1874.64
229,10115,26,2,714.53,0.1,1429.06,142.906,1286.154
230,10115,51,1,229.5,0.0,229.5,0.0,229.5
231,10115,46,2,1611.71,0.1,3223.42,322.34200000000004,2901.078
232,10116,54,5,1362.16,0.0,6810.8,0.0,6810.8
233,10117,43,1,443.69,0.05,443.69,22.1845,421.5055
234,10117,80,1,1568.67,0.05,1568.67,78.43350000000001,1490.2365
235,10118,18,2,556.23,0.1,1112.46,111.24600000000001,1001.214
236,10118,31,1,1306.96,0.05,1306.96,65.348,1241.612
237,10119,49,2,1437.37,0.0,2874.74,0.0,2874.74
238,10120,64,1,488.03,0.1,488.03,48.803,439.227
239,10120,75,3,785.88,0.05,2357.64,117.882,2239.758
240,10120,12,1,1454.99,0.0,1454.99,0.0,1454.99
241,10121,76,2,1769.69,0.05,3539.38,176.96900000000002,3362.411
242,10121,75,2,785.88,0.05,1571.76,78.58800000000001,1493.172
243,10122,47,1,1100.98,0.1,1100.98,110.09800000000001,990.8820000000001
244,10122,68,3,356.37,0.0,1069.1100000000001,0.0,1069.1100000000001
245,10123,66,4,342.92,0.15,1371.68,205.752,1165.928
246,10123,41,1,114.52,0.05,114.52,5.726,108.794
247,10123,11,2,147.62,0.0,295.24,0.0,295.24
248,10124,68,2,356.37,0.0,712.74,0.0,712.74
249,10124,17,2,185.05,0.1,370.1,37.010000000000005,333.09000000000003
250,10124,62,3,1776.81,0.0,5330.43,0.0,5330.43
251,10124,79,1,1747.49,0.0,1747.49,0.0,1747.49
252,10125,51,1,229.5,0.1,229.5,22.950000000000003,206.55
253,10125,14,3,220.63,0.05,661.89,33.094500000000004,628.7955
254,10126,23,2,717.21,0.2,1434.42,286.884,1147.536
255,10127,79,3,1747.49,0.0,5242.47,0.0,5242.47
256,10127,70,4,570.36,0.0,2281.44,0.0,2281.44
257,10127,61,2,692.49,0.0,1384.98,0.0,1384.98
258,10128,1,4,370.57,0.05,1482.28,74.114,1408.166
259,10128,33,1,960.09,0.1,960.09,96.00900000000001,864.081
260,10129,47,2,1100.98,0.0,2201.96,0.0,2201.96
261,10129,56,1,299.44,0.1,299.44,29.944000000000003,269.496
262,10129,26,2,714.53,0.0,1429.06,0.0,1429.06
263,10129,55,1,822.45,0.0,822.45,0.0,822.45
264,10130,40,2,728.93,0.0,1457.86,0.0,1457.86
265,10130,4,1,232.57,0.1,232.57,23.257,209.313
266,10130,39,2,543.1,0.05,1086.2,54.31,1031.89
267,10130,72,1,1622.44,0.1,1622.44,162.24400000000003,1460.196
268,10131,77,1,272.71,0.1,272.71,27.271,245.43899999999996
269,10132,60,2,1061.74,0.1,2123.48,212.348,1911.132
270,10132,72,3,1622.44,0.0,4867.32,0.0,4867.32
271,10132,56,1,299.44,0.0,299.44,0.0,299.44
272,10132,26,1,714.53,0.0,714.53,0.0,714.53
273,10133,80,2,1568.67,0.05,3137.34,156.86700000000002,2980.473
274,10133,61,1,692.49,0.0,692.49,0.0,692.49
275,10134,57,4,568.09,0.0,2272.36,0.0,2272.36
276,10134,39,3,543.1,0.05,1629.3000000000002,81.46500000000002,1547.8350000000003
277,10135,20,1,1367.01,0.0,1367.01,0.0,1367.01
278,10136,17,5,185.05,0.0,925.25,0.0,925.25
279,10136,7,1,434.89,0.1,434.89,43.489000000000004,391.40099999999995
280,10136,66,1,342.92,0.1,342.92,34.292,308.62800000000004
281,10137,73,2,218.0,0.0,436.0,0.0,436.0
282,10137,23,2,717.21,0.15,1434.42,215.163,1219.257
283,10138,47,1,1100.98,0.05,1100.98,55.04900000000001,1045.931
284,10138,4,2,232.57,0.0,465.14,0.0,465.14
285,10139,6,2,872.54,0.0,1745.08,0.0,1745.08
286,10139,79,1,1747.49,0.05,1747.49,87.37450000000001,1660.1154999999999
287,10139,74,1,982.16,0.05,982.16,49.108000000000004,933.0519999999999
288,10139,21,1,397.38,0.0,397.38,0.0,397.38
289,10140,26,2,714.53,0.0,1429.06,0.0,1429.06
290,10140,36,4,849.55,0.15,3398.2,509.72999999999996,2888.47
291,10141,13,1,1159.99,0.1,1159.99,115.99900000000001,1043.991
292,10141,32,3,1619.76,0.0,4859.28,0.0,4859.28
293,10142,75,1,785.88,0.0,785.88,0.0,785.88
294,10142,10,1,1267.48,0.05,1267.48,63.374,1204.106
295,10142,49,1,1437.37,0.05,1437.37,71.8685,1365.5014999999999
296,10143,7,2,434.89,0.05,869.78,43.489000000000004,826.2909999999999
297,10143,22,1,440.08,0.15,440.08,66.012,374.068
298,10143,6,1,872.54,0.0,872.54,0.0,872.54
299,10144,27,3,875.56,0.15,2626.68,394.00199999999995,2232.678
300,10144,73,1,218.0,0.0,218.0,0.0,218.0
301,10144,1,1,370.57,0.0,370.57,0.0,370.57
302,10144,16,3,1663.9,0.0,4991.700000000001,0.0,4991.700000000001
303,10145,75,2,785.88,0.1,1571.76,157.17600000000002,1414.584
304,10145,1,5,370.57,0.05,1852.85,92.6425,1760.2075
305,10145,56,1,299.44,0.05,299.44,14.972000000000001,284.468
306,10145,27,1,875.56,0.0,875.56,0.0,875.56
307,10146,40,5,728.93,0.15,3644.6499999999996,546.6974999999999,3097.9525
308,10146,33,1,960.09,0.15,960.09,144.0135,816.0765
309,10147,73,1,218.0,0.0,218.0,0.0,218.0
310,10147,10,1,1267.48,0.0,1267.48,0.0,1267.48
311,10148,75,1,785.88,0.1,785.88,78.58800000000001,707.292
312,10149,64,3,488.03,0.0,1464.09,0.0,1464.09
313,10149,29,2,143.1,0.15,286.2,42.93,243.26999999999998
314,10150,47,1,1100.98,0.0,1100.98,0.0,1100.98
315,10150,78,3,764.31,0.05,2292.93,114.6465,2178.2835
316,10151,79,1,1747.49,0.05,1747.49,87.37450000000001,1660.1154999999999
317,10151,55,5,822.45,0.15,4112.25,616.8375,3495.4125
318,10151,28,1,1365.65,0.1,1365.65,136.56500000000003,1229.085
319,10152,1,1,370.57,0.1,370.57,37.057,333.513
320,10153,4,2,232.57,0.0,465.14,0.0,465.14
321,10154,50,1,937.32,0.05,937.32,46.86600000000001,890.4540000000001
322,10155,35,4,264.34,0.1,1057.36,105.73599999999999,951.6239999999999
323,10156,19,4,1466.67,0.0,5866.68,0.0,5866.68
324,10156,56,1,299.44,0.05,299.44,14.972000000000001,284.468
325,10157,52,1,1003.82,0.05,1003.82,50.191,953.629
326,10158,49,2,1437.37,0.05,2874.74,143.737,2731.0029999999997
327,10159,21,3,397.38,0.05,1192.1399999999999,59.607,1132.533
328,10160,77,1,272.71,0.15,272.71,40.906499999999994,231.80349999999999
329,10160,44,1,643.3,0.05,643.3,32.165,611.135
330,10160,30,2,514.19,0.2,1028.38,205.67600000000004,822.7040000000001
331,10161,6,2,872.54,0.15,1745.08,261.762,1483.318
332,10161,42,3,633.98,0.2,1901.94,380.38800000000003,1521.5520000000001
333,10161,70,2,570.36,0.1,1140.72,114.072,1026.6480000000001
334,10162,29,1,143.1,0.15,143.1,21.465,121.63499999999999
335,10163,51,2,229.5,0.0,459.0,0.0,459.0
336,10163,35,2,264.34,0.15,528.68,79.30199999999999,449.37799999999993
337,10163,72,1,1622.44,0.15,1622.44,243.36599999999999,1379.074
338,10164,39,2,543.1,0.15,1086.2,162.93,923.27
339,10164,20,3,1367.01,0.15,4101.03,615.1545,3485.8754999999996
340,10165,58,1,704.5,0.2,704.5,140.9,563.6
341,10166,39,2,543.1,0.15,1086.2,162.93,923.27
342,10166,26,3,714.53,0.0,2143.59,0.0,2143.59
343,10167,20,1,1367.01,0.05,1367.01,68.3505,1298.6595
344,10168,44,2,643.3,0.0,1286.6,0.0,1286.6
345,10168,21,1,397.38,0.1,397.38,39.738,357.642
346,10168,14,5,220.63,0.0,1103.15,0.0,1103.15
347,10169,72,1,1622.44,0.0,1622.44,0.0,1622.44
348,10170,10,1,1267.48,0.05,1267.48,63.374,1204.106
349,10170,46,1,1611.71,0.2,1611.71,322.34200000000004,1289.368
350,10170,68,3,356.37,0.15,1069.1100000000001,160.3665,908.7435000000002
351,10170,54,2,1362.16,0.0,2724.32,0.0,2724.32
352,10171,31,1,1306.96,0.05,1306.96,65.348,1241.612
353,10172,5,2,287.49,0.0,574.98,0.0,574.98
354,10172,71,1,378.2,0.0,378.2,0.0,378.2
355,10173,23,1,717.21,0.0,717.21,0.0,717.21
356,10173,15,1,1582.56,0.05,1582.56,79.128,1503.432
357,10173,37,1,996.1,0.1,996.1,99.61000000000001,896.49
358,10173,78,1,764.31,0.1,764.31,76.431,687.8789999999999
359,10174,41,1,114.52,0.05,114.52,5.726,108.794
360,10175,26,2,714.53,0.1,1429.06,142.906,1286.154
361,10175,48,3,1248.06,0.0,3744.18,0.0,3744.18
362,10176,78,3,764.31,0.05,2292.93,114.6465,2178.2835
363,10176,36,1,849.55,0.2,849.55,169.91,679.64
364,10177,48,1,1248.06,0.0,1248.06,0.0,1248.06
365,10177,29,3,143.1,0.0,429.29999999999995,0.0,429.29999999999995
366,10178,39,1,543.1,0.0,543.1,0.0,543.1
367,10179,45,1,285.99,0.05,285.99,14.299500000000002,271.6905
368,10180,80,1,1568.67,0.2,1568.67,313.73400000000004,1254.9360000000001
369,10180,30,4,514.19,0.1,2056.76,205.67600000000004,1851.0840000000003
370,10181,70,1,570.36,0.15,570.36,85.554,484.80600000000004
371,10181,57,1,568.09,0.2,568.09,113.61800000000001,454.47200000000004
372,10182,23,1,717.21,0.2,717.21,143.442,573.768
373,10182,42,3,633.98,0.05,1901.94,95.09700000000001,1806.843
374,10183,51,3,229.5,0.0,688.5,0.0,688.5
375,10184,9,2,945.88,0.1,1891.76,189.17600000000002,1702.584
376,10185,11,2,147.62,0.0,295.24,0.0,295.24
377,10185,33,1,960.09,0.0,960.09,0.0,960.09
378,10186,22,1,440.08,0.1,440.08,44.008,396.072
379,10186,32,2,1619.76,0.0,3239.52,0.0,3239.52
380,10187,22,1,440.08,0.0,440.08,0.0,440.08
381,10187,70,3,570.36,0.05,1711.08,85.554,1625.5259999999998
382,10188,12,1,1454.99,0.15,1454.99,218.2485,1236.7415
383,10189,71,1,378.2,0.15,378.2,56.73,321.46999999999997
384,10190,49,3,1437.37,0.1,4312.11,431.211,3880.8989999999994
385,10191,23,3,717.21,0.15,2151.63,322.7445,1828.8855
386,10192,60,1,1061.74,0.0,1061.74,0.0,1061.74
387,10193,4,2,232.57,0.0,465.14,0.0,465.14
388,10193,64,1,488.03,0.1,488.03,48.803,439.227
389,10194,8,1,706.54,0.1,706.54,70.654,635.886
390,10194,48,1,1248.06,0.0,1248.06,0.0,1248.06
391,10195,65,1,255.07,0.05,255.07,12.7535,242.3165
392,10195,13,2,1159.99,0.1,2319.98,231.99800000000002,2087.982
393,10196,13,1,1159.99,0.0,1159.99,0.0,1159.99
394,10197,13,1,1159.99,0.1,1159.99,115.99900000000001,1043.991
395,10198,59,5,1190.98,0.0,5954.9,0.0,5954.9
396,10198,15,1,1582.56,0.05,1582.56,79.128,1503.432
397,10199,14,1,220.63,0.0,220.63,0.0,220.63
398,10199,12,1,1454.99,0.15,1454.99,218.2485,1236.7415
399,10199,35,2,264.34,0.05,528.68,26.433999999999997,502.246
400,10199,73,2,218.0,0.1,436.0,43.6,392.4
401,10200,32,4,1619.76,0.2,6479.04,1295.808,5183.232
402,10200,31,1,1306.96,0.05,1306.96,65.348,1241.612
403,10201,22,2,440.08,0.1,880.16,88.016,792.144
404,10201,57,1,568.09,0.0,568.09,0.0,568.09
405,10201,2,1,559.18,0.0,559.18,0.0,559.18
406,10202,71,1,378.2,0.15,378.2,56.73,321.46999999999997
407,10202,42,1,633.98,0.05,633.98,31.699,602.2810000000001
408,10202,78,3,764.31,0.0,2292.93,0.0,2292.93
409,10203,56,1,299.44,0.05,299.44,14.972000000000001,284.468
410,10203,72,1,1622.44,0.0,1622.44,0.0,1622.44
411,10204,68,1,356.37,0.05,356.37,17.8185,338.55150000000003
412,10205,60,3,1061.74,0.05,3185.2200000000003,159.26100000000002,3025.9590000000003
413,10205,59,2,1190.98,0.05,2381.96,119.09800000000001,2262.862
414,10206,79,1,1747.49,0.1,1747.49,174.74900000000002,1572.741
415,10207,46,1,1611.71,0.1,1611.71,161.17100000000002,1450.539
416,10207,61,1,692.49,0.2,692.49,138.49800000000002,553.992
417,10208,2,1,559.18,0.05,559.18,27.959,531.221
418,10208,42,4,633.98,0.0,2535.92,0.0,2535.92
419,10208,45,1,285.99,0.05,285.99,14.299500000000002,271.6905
420,10209,22,1,440.08,0.0,440.08,0.0,440.08
421,10209,14,1,220.63,0.0,220.63,0.0,220.63
422,10209,72,2,1622.44,0.1,3244.88,324.48800000000006,2920.392
423,10210,51,3,229.5,0.0,688.5,0.0,688.5
424,10211,66,1,342.92,0.1,342.92,34.292,308.62800000000004
425,10211,4,1,232.57,0.0,232.57,0.0,232.57
426,10212,63,1,1121.93,0.2,1121.93,224.38600000000002,897.5440000000001
427,10212,55,2,822.45,0.0,1644.9,0.0,1644.9
428,10213,31,1,1306.96,0.1,1306.96,130.696,1176.2640000000001
